CONCEIÇÃO  SAMPAIO  ,(PP-AM.),"Sr.  Presidente,  queridos colegas Parlamentares, lamento que mais uma vez tenhamos que passar por esse momento, mas eu voto “não” ao relatório.",NO
HISSA  ABRAHÃO  ,(PDT-AM.),"Sr.  Presidente,  em  homenagem  a milhões  de  mulheres  e  homens  trabalhadores,  que  ganham  seu  dinheiro  de  forma honesta e que não temem nenhum tipo de investigação, o meu voto é “não”. Xô, corrupção! Fora, Temer!",NO
PAUDERNEY AVELINO ,(DEM-AM.),"Em vez da imunidade penal, que indigna a todos os brasileiros, quem deveria estar preso era Joesley Batista, da JBS. Meu voto é com o Relator: “sim”.",YES
SABINO  CASTELO  BRANCO  ,(PTB-AM.),"Presidente,  para  a alegria de muitos e a tristeza de poucos, dos que estão querendo o fim de um Brasil melhor, eu voto “sim”.",YES
SILAS CÂMARA ,(PRB-AM.),"Sr. Presidente, pela prosperidade, pelo progresso e pela segurança jurídica da Nação, em favor das famílias, eu voto “sim”.",YES
EXPEDITO NETTO  ,(PSD-RO.),"Sr.  Presidente, seja um empresário, seja um promotor, seja um juiz, seja um Deputado, seja um Senador ou até mesmo um Presidente da República, ninguém está acima da lei. É por isso que eu voto “não”, a favor da investigação.",NO
LINDOMAR  GARÇON  ,(PRB-RO.),"Sr.  Presidente,  em  nome  da indústria,  que  está  fazendo  o  emprego  crescer,  em  nome  do  meu  amigo  Ministro Marcos  Pereira,  em  nome  do  Michel  Temer,  em  nome  do  Henrique  Prata,  que conseguiu credenciar o Hospital do Câncer da Amazônia, em Rondônia, o meu voto é “sim”.",YES
LUCIO  MOSQUINI  ,(PMDB-RO.),"Sr.  Presidente,  para  que  o Presidente Michel Temer possa ser processado e julgado após o mandato, eu voto “sim” ao relatório.",YES
LUIZ  CLÁUDIO  ,(PR-RO.),"Sr.  Presidente,  sou  a  favor  de  todas  as investigações, mas o momento é muito delicado. Para recuperar a nossa economia, eu voto “sim” ao relatório.",YES
MARCOS ROGÉRIO ,(DEM-RO.),"Sr. Presidente, não há como negar os fatos e a gravidade destes. Voto  “sim”  pela  autorização  do  prosseguimento  do  processo  perante  o Supremo Tribunal Federal e “não” ao parecer.",NO
MARIANA  CARVALHO  ,(PSDB-RO.),"Sr.  Presidente,  por  toda  a minha  história  e  a  minha  convicção,  sou  a  favor  de  que  todas  as  pessoas  sejam tratadas de forma igual, conforme a lei e a nossa Constituição Federal. Por isso, sou a  favor  das investigações.  Quero  um  País  longe  da  corrupção,  com  ética  e  muito respeito aos brasileiros. Por isso, sou contra esse relatório.",NO
