'252)','jonas FontInellI','','Major do Exército'
'253)','jorge FrancIsco InácIo','(1939-1985)','Policial civil no estado de Pernambuco'
'254)','jorge nunes amorIm','(1932-)',' Médico-legista do Instituto Médico-Legal do estado do Rio de Janeiro '
'255)','josé alVes assunção menezes ','(1914-1977)','Médico-legista do Instituto Médico-Legal do estado do Rio de Janeiro '
'256)','josé anselmo dos santos','(1942-)','Marinheiro'
'257)','josé antônIo de mello','(1924-)','Médico-legista do Instituto Médico-Legal do estado de São Paulo '
'258)','josé bartolomeu lemos gIbson','(1923-1991)',' Promotor de Justiça'
'259)','josé benedIto montenegro de magalhães cordeIro ','(1923-)','Major do Exército'
'260)','josé brant teIxeIra','(1934-)','Tenente-coronel do Exército'
'261)','josé carlos camPos FIlho','','Investigador de polícia'
'262)','josé cIrIlo borges','(1938-)','Soldado da Polícia Militar do estado de Minas Gerais'
'263)','josé conegundes do nascImento','(1933-)','Tenente do Exército'
'264)','josé de rIbamar santos','(1931-)','Sargento da Polícia Militar do estado de Goiás'
'265)','josé do bonFIm PInto','(1941-)','Segundo-sargento da Polícia Militar do estado de Goiás'
'266)','josé FelIx gasPar ','(1938-)','Soldado da Polícia Militar do estado de Minas Gerais'
'267)','josé geraldo cIscato','(1930-)','Médico-legista do Instituto Médico-Legal do estado de São Paulo '
'268)','josé gomes VIdal ','(1941-)','Soldado da Polícia Militar do estado de Minas Gerais'
'269)','josé gonçalVes dIas ','','Médico-legista do Instituto Médico-Legal do estado de São Paulo '
'270)','josé guIlherme FIgueIredo ','(1943-)','Médico-legista do Instituto Médico-Legal do estado do Rio de Janeiro '
'271)','josé henrIque da Fonseca','(1917-2008)','Médico-legista do Instituto Médico-Legal do estado de São Paulo '
'272)','josé lIno coutInho da França netto ','(1940-)','Médico'
'273)','josé manoel PereIra','','Sargento do Exército'
'274)','josé marIa FrancIsco','(1923-)','Soldado da Polícia Militar do estado de Minas Gerais'
'275)','josé morsch','(1912-)','Delegado de polícia'
'276)','josé neI Fernandes antunes','(1926-)','Coronel do Exército'
'277)','josé olIVeIra sIlVestre','','Delegado de Polícia'
'278)','josé PereIra de Vasconcellos','(1934-)','Inspetor de polícia'
'279)','josé rodrIgues','(1939-)','Soldado da Polícia Militar do estado de Minas Gerais'
'280)','júlIo roberto cerdá mendes','(1936-)','Coronel do Exército'
'281)','júlIo saboya de araújo jorge','(1944-)',' Capitão de corveta'
'282)','jurandIr gomes de carValho','(1930-)','Comandante da cavalaria da Polícia Militar do estado de Minas Gerais'
'283)','jurandyr ochsendorF e souza','(1939-)','Capitão da reserva do Exército'
'284)','lenIlso tabosa Pessoa','(1937-2007)','Médico-legista do Instituto Médico-Legal do estado de São Paulo '
'285)','léo FrederIco cInellI','(1932-)','Coronel do Exército'
'286)','leuzInger marques lIma ','(1928-)',' Coronel-aviador'
'287)','lícIo augusto rIbeIro macIel','(1930-)',' Tenente-coronel do Exército'
'288)','lIndolPho rodrIgues coelho','(1916-)','Reservista do Exército'
'289)','lourIVal gaeta ','(1927-1997)','Delegado de polícia'
'290)','lúcIo Valle barroso','(1933-)','Coronel-aviador'
'291)','luIs martIns de mIranda FIlho','(1927-2001)','Agente da Polícia Civil'
'292)','luIz alVes FerreIra','','Médico-legista do Instituto Médico-Legal do estado de São Paulo '
'293)','luIz arthur de carValho','(1925-)',' Coronel do Exército'
'294)','luIz carlos menna barreto','(1926-1993)','Tenente-coronel do Exército'
'295)','luIz FerreIra barros ','(1916-)',' Coronel da Polícia Militar do estado da Paraíba'
'296)','luIz márIo Valle correIa lIma ','(1945-)','Coronel do Exército'
'297)','luIz shInjI aKaboshI','(1947-)','Sargento do Exército'
'298)','luIz soares de souza rocha','(1909-1980)','Delegado de polícia'
'299)','luIz tImótheo de lIma','(1936-)','Agente da Polícia Civil'
